,Code,rcp,period,season,variable,parameter,value
475,NRIV,NA,present,fall,min,SST,3.29341602325439
476,BUCK,NA,present,fall,min,SST,0.0788453221321106
477,PETITE,NA,present,fall,min,SST,1.79968297481537
478,RIM,NA,present,fall,min,SST,1.05918061733246
479,SEPT,NA,present,fall,min,SST,1.48257219791412
480,CH33,NA,present,fall,min,SST,-0.986648857593536
481,CH38,NA,present,fall,min,SST,-0.85052102804184
482,MELM,NA,present,fall,min,SST,1.38949573040009
483,GreatBay,NA,present,fall,min,SST,6.12756729125977
484,SUM,NA,present,fall,min,Tbtm,0.157588511705399
485,TH,NA,present,fall,min,Tbtm,5.09226512908936
486,MASI,NA,present,fall,min,Tbtm,4.92150449752808
487,SAC,NA,present,fall,min,Tbtm,4.82715559005737
488,PRJ,NA,present,fall,min,Tbtm,6.18624448776245
489,HEB,NA,present,fall,min,Tbtm,6.20971822738647
490,L3F,NA,present,fall,min,Tbtm,5.37588691711426
491,SAM,NA,present,fall,min,Tbtm,5.40491628646851
492,MASS,NA,present,fall,min,Tbtm,6.68533086776733
493,PORT,NA,present,fall,min,Tbtm,5.09631395339966
494,POK,NA,present,fall,min,Tbtm,1.28127801418304
495,POUL,NA,present,fall,min,Tbtm,4.78327465057373
496,NRIV,NA,present,fall,min,Tbtm,3.34962487220764
497,BUCK,NA,present,fall,min,Tbtm,0.11808206140995
498,PETITE,NA,present,fall,min,Tbtm,1.84056460857391
499,RIM,NA,present,fall,min,Tbtm,3.43001675605774
500,SEPT,NA,present,fall,min,Tbtm,1.71267378330231
501,CH33,NA,present,fall,min,Tbtm,-0.976286351680756
502,CH38,NA,present,fall,min,Tbtm,-0.831953465938568
503,MELM,NA,present,fall,min,Tbtm,1.41806662082672
504,GreatBay,NA,present,fall,min,Tbtm,6.57803106307983
505,SUM,NA,present,spring,max,Sbtm,27.1071262359619
506,TH,NA,present,spring,max,Sbtm,30.632848739624
507,MASI,NA,present,spring,max,Sbtm,30.6421184539795
508,SAC,NA,present,spring,max,Sbtm,30.646800994873
509,PRJ,NA,present,spring,max,Sbtm,31.0054340362549
510,HEB,NA,present,spring,max,Sbtm,31.0023632049561
511,L3F,NA,present,spring,max,Sbtm,30.8558368682861
512,SAM,NA,present,spring,max,Sbtm,31.4915637969971
513,MASS,NA,present,spring,max,Sbtm,30.8209590911865
514,PORT,NA,present,spring,max,Sbtm,30.8815078735352
515,POK,NA,present,spring,max,Sbtm,29.1962146759033
516,POUL,NA,present,spring,max,Sbtm,30.493803024292
517,NRIV,NA,present,spring,max,Sbtm,29.5095710754395
518,BUCK,NA,present,spring,max,Sbtm,31.604040145874
519,PETITE,NA,present,spring,max,Sbtm,30.3415966033936
520,RIM,NA,present,spring,max,Sbtm,33.0542259216309
521,SEPT,NA,present,spring,max,Sbtm,29.8707141876221
522,CH33,NA,present,spring,max,Sbtm,22.4002857208252
523,CH38,NA,present,spring,max,Sbtm,20.088996887207
524,MELM,NA,present,spring,max,Sbtm,26.3950653076172
525,GreatBay,NA,present,spring,max,Sbtm,31.3393363952637
526,SUM,NA,present,spring,max,SSS,27.0457191467285
527,TH,NA,present,spring,max,SSS,30.4276294708252
528,MASI,NA,present,spring,max,SSS,30.6360282897949
529,SAC,NA,present,spring,max,SSS,30.6251678466797
530,PRJ,NA,present,spring,max,SSS,30.7432537078857
531,HEB,NA,present,spring,max,SSS,30.7335815429688
532,L3F,NA,present,spring,max,SSS,30.595365524292
533,SAM,NA,present,spring,max,SSS,30.6283855438232
534,MASS,NA,present,spring,max,SSS,29.6288204193115
535,PORT,NA,present,spring,max,SSS,30.5891017913818
536,POK,NA,present,spring,max,SSS,28.9718761444092
537,POUL,NA,present,spring,max,SSS,30.2765083312988
538,NRIV,NA,present,spring,max,SSS,29.3109645843506
539,BUCK,NA,present,spring,max,SSS,31.5825443267822
540,PETITE,NA,present,spring,max,SSS,30.2682189941406
541,RIM,NA,present,spring,max,SSS,22.7314567565918
542,SEPT,NA,present,spring,max,SSS,26.6813640594482
543,CH33,NA,present,spring,max,SSS,22.210994720459
544,CH38,NA,present,spring,max,SSS,19.5723648071289
545,MELM,NA,present,spring,max,SSS,26.3445205688477
546,GreatBay,NA,present,spring,max,SSS,30.2672576904297
547,SUM,NA,present,spring,max,SST,15.1247730255127
548,TH,NA,present,spring,max,SST,8.5446252822876
549,MASI,NA,present,spring,max,SST,10.7923097610474
550,SAC,NA,present,spring,max,SST,11.2231464385986
551,PRJ,NA,present,spring,max,SST,9.65084457397461
552,HEB,NA,present,spring,max,SST,9.95283699035645
553,L3F,NA,present,spring,max,SST,8.62467479705811
554,SAM,NA,present,spring,max,SST,9.58612060546875
555,MASS,NA,present,spring,max,SST,13.5055284500122
556,PORT,NA,present,spring,max,SST,11.4236965179443
557,POK,NA,present,spring,max,SST,10.6837310791016
558,POUL,NA,present,spring,max,SST,8.72158527374268
559,NRIV,NA,present,spring,max,SST,9.76950550079346
560,BUCK,NA,present,spring,max,SST,9.26751327514648
561,PETITE,NA,present,spring,max,SST,9.9602518081665
562,RIM,NA,present,spring,max,SST,10.5278882980347
563,SEPT,NA,present,spring,max,SST,8.73199081420898
564,CH33,NA,present,spring,max,SST,5.56956958770752
565,CH38,NA,present,spring,max,SST,6.45595645904541
566,MELM,NA,present,spring,max,SST,13.795111656189
567,GreatBay,NA,present,spring,max,SST,11.8292675018311
568,SUM,NA,present,spring,max,Tbtm,15.1546840667725
569,TH,NA,present,spring,max,Tbtm,6.09920644760132
570,MASI,NA,present,spring,max,Tbtm,10.6120023727417
571,SAC,NA,present,spring,max,Tbtm,10.5884819030762
572,PRJ,NA,present,spring,max,Tbtm,5.06954002380371
573,HEB,NA,present,spring,max,Tbtm,4.82772874832153
574,L3F,NA,present,spring,max,Tbtm,5.33570432662964
575,SAM,NA,present,spring,max,Tbtm,4.14762115478516
576,MASS,NA,present,spring,max,Tbtm,8.709641456604
577,PORT,NA,present,spring,max,Tbtm,10.4376363754272
578,POK,NA,present,spring,max,Tbtm,9.97021961212158
579,POUL,NA,present,spring,max,Tbtm,4.66707372665405
580,NRIV,NA,present,spring,max,Tbtm,9.5077075958252
581,BUCK,NA,present,spring,max,Tbtm,9.22875118255615
582,PETITE,NA,present,spring,max,Tbtm,9.51401805877686
583,RIM,NA,present,spring,max,Tbtm,3.56390500068665
584,SEPT,NA,present,spring,max,Tbtm,8.85689544677734
585,CH33,NA,present,spring,max,Tbtm,6.01326704025269
586,CH38,NA,present,spring,max,Tbtm,7.10835933685303
587,MELM,NA,present,spring,max,Tbtm,13.8062839508057
588,GreatBay,NA,present,spring,max,Tbtm,5.72641658782959
589,SUM,NA,present,spring,mean,Sbtm,26.1723918914795
590,TH,NA,present,spring,mean,Sbtm,30.5640449523926
591,MASI,NA,present,spring,mean,Sbtm,30.6177883148193
592,SAC,NA,present,spring,mean,Sbtm,30.6314163208008
593,PRJ,NA,present,spring,mean,Sbtm,30.8857536315918
594,HEB,NA,present,spring,mean,Sbtm,30.9021244049072
595,L3F,NA,present,spring,mean,Sbtm,30.7458076477051
596,SAM,NA,present,spring,mean,Sbtm,31.0847473144531
597,MASS,NA,present,spring,mean,Sbtm,30.6721668243408
598,PORT,NA,present,spring,mean,Sbtm,30.6001224517822
599,POK,NA,present,spring,mean,Sbtm,28.5658226013184
600,POUL,NA,present,spring,mean,Sbtm,30.4812602996826
601,NRIV,NA,present,spring,mean,Sbtm,29.3938159942627
602,BUCK,NA,present,spring,mean,Sbtm,31.5408592224121
603,PETITE,NA,present,spring,mean,Sbtm,30.1357135772705
604,RIM,NA,present,spring,mean,Sbtm,32.4924507141113
605,SEPT,NA,present,spring,mean,Sbtm,27.017448425293
606,CH33,NA,present,spring,mean,Sbtm,18.6525821685791
607,CH38,NA,present,spring,mean,Sbtm,15.4303913116455
608,MELM,NA,present,spring,mean,Sbtm,26.3404693603516
609,GreatBay,NA,present,spring,mean,Sbtm,31.2691230773926
610,SUM,NA,present,spring,mean,SSS,26.1502342224121
611,TH,NA,present,spring,mean,SSS,30.3324966430664
612,MASI,NA,present,spring,mean,SSS,30.6137104034424
613,SAC,NA,present,spring,mean,SSS,30.608060836792
614,PRJ,NA,present,spring,mean,SSS,30.7235851287842
615,HEB,NA,present,spring,mean,SSS,30.7228717803955
616,L3F,NA,present,spring,mean,SSS,30.4889087677002
617,SAM,NA,present,spring,mean,SSS,30.5531253814697
618,MASS,NA,present,spring,mean,SSS,29.397310256958
619,PORT,NA,present,spring,mean,SSS,30.2154712677002
620,POK,NA,present,spring,mean,SSS,28.359899520874
621,POUL,NA,present,spring,mean,SSS,30.1565799713135
622,NRIV,NA,present,spring,mean,SSS,29.2665233612061
623,BUCK,NA,present,spring,mean,SSS,31.5326747894287
624,PETITE,NA,present,spring,mean,SSS,30.0526962280273
625,RIM,NA,present,spring,mean,SSS,20.6447772979736
626,SEPT,NA,present,spring,mean,SSS,23.6713333129883
627,CH33,NA,present,spring,mean,SSS,18.0126838684082
628,CH38,NA,present,spring,mean,SSS,14.6005983352661
629,MELM,NA,present,spring,mean,SSS,26.2932205200195
630,GreatBay,NA,present,spring,mean,SSS,30.0888175964355
631,SUM,NA,present,spring,mean,SST,8.71346187591553
632,TH,NA,present,spring,mean,SST,4.92495059967041
633,MASI,NA,present,spring,mean,SST,7.28759527206421
634,SAC,NA,present,spring,mean,SST,7.4638524055481
635,PRJ,NA,present,spring,mean,SST,6.08944416046143
636,HEB,NA,present,spring,mean,SST,6.44201517105103
637,L3F,NA,present,spring,mean,SST,5.0818190574646
638,SAM,NA,present,spring,mean,SST,5.53656005859375
639,MASS,NA,present,spring,mean,SST,8.74557876586914
640,PORT,NA,present,spring,mean,SST,7.82517766952515
641,POK,NA,present,spring,mean,SST,5.20393991470337
642,POUL,NA,present,spring,mean,SST,4.67365789413452
643,NRIV,NA,present,spring,mean,SST,4.97816801071167
644,BUCK,NA,present,spring,mean,SST,5.29375886917114
645,PETITE,NA,present,spring,mean,SST,4.8456335067749
646,RIM,NA,present,spring,mean,SST,4.86882877349854
647,SEPT,NA,present,spring,mean,SST,4.6330394744873
648,CH33,NA,present,spring,mean,SST,1.47291600704193
649,CH38,NA,present,spring,mean,SST,1.91595876216888
650,MELM,NA,present,spring,mean,SST,7.8128080368042
651,GreatBay,NA,present,spring,mean,SST,7.8305401802063
652,SUM,NA,present,spring,mean,Tbtm,8.80748558044434
653,TH,NA,present,spring,mean,Tbtm,3.58658075332642
654,MASI,NA,present,spring,mean,Tbtm,7.19736242294312
655,SAC,NA,present,spring,mean,Tbtm,7.13059186935425
656,PRJ,NA,present,spring,mean,Tbtm,3.65410327911377
657,HEB,NA,present,spring,mean,Tbtm,3.57156324386597
658,L3F,NA,present,spring,mean,Tbtm,3.13373255729675
659,SAM,NA,present,spring,mean,Tbtm,2.08210492134094
660,MASS,NA,present,spring,mean,Tbtm,6.25304555892944
661,PORT,NA,present,spring,mean,Tbtm,7.01060724258423
662,POK,NA,present,spring,mean,Tbtm,4.85379123687744
663,POUL,NA,present,spring,mean,Tbtm,2.40612626075745
664,NRIV,NA,present,spring,mean,Tbtm,4.83135795593262
665,BUCK,NA,present,spring,mean,Tbtm,5.29268217086792
666,PETITE,NA,present,spring,mean,Tbtm,4.45758199691772
667,RIM,NA,present,spring,mean,Tbtm,3.33165192604065
668,SEPT,NA,present,spring,mean,Tbtm,3.96666693687439
669,CH33,NA,present,spring,mean,Tbtm,1.83272624015808
670,CH38,NA,present,spring,mean,Tbtm,2.45229268074036
671,MELM,NA,present,spring,mean,Tbtm,7.82970523834229
672,GreatBay,NA,present,spring,mean,Tbtm,4.6064920425415
673,SUM,NA,present,spring,min,Sbtm,25.4763488769531
674,TH,NA,present,spring,min,Sbtm,30.5117893218994
675,MASI,NA,present,spring,min,Sbtm,30.5893840789795
676,SAC,NA,present,spring,min,Sbtm,30.6087303161621
677,PRJ,NA,present,spring,min,Sbtm,30.8166389465332
678,HEB,NA,present,spring,min,Sbtm,30.8394241333008
679,L3F,NA,present,spring,min,Sbtm,30.6752910614014
680,SAM,NA,present,spring,min,Sbtm,30.7667655944824
681,MASS,NA,present,spring,min,Sbtm,30.5537624359131
682,PORT,NA,present,spring,min,Sbtm,30.339225769043
683,POK,NA,present,spring,min,Sbtm,27.8971786499023
684,POUL,NA,present,spring,min,Sbtm,30.4591579437256
685,NRIV,NA,present,spring,min,Sbtm,29.2709369659424
686,BUCK,NA,present,spring,min,Sbtm,31.4895286560059
687,PETITE,NA,present,spring,min,Sbtm,29.8513793945312
688,RIM,NA,present,spring,min,Sbtm,31.9152240753174
689,SEPT,NA,present,spring,min,Sbtm,22.9608783721924
690,CH33,NA,present,spring,min,Sbtm,14.5482263565063
691,CH38,NA,present,spring,min,Sbtm,10.631872177124
692,MELM,NA,present,spring,min,Sbtm,26.2455673217773
693,GreatBay,NA,present,spring,min,Sbtm,31.1679878234863
694,SUM,NA,present,spring,min,SSS,25.4881153106689
695,TH,NA,present,spring,min,SSS,30.2433319091797
696,MASI,NA,present,spring,min,SSS,30.58424949646
697,SAC,NA,present,spring,min,SSS,30.5810852050781
698,PRJ,NA,present,spring,min,SSS,30.6957550048828
699,HEB,NA,present,spring,min,SSS,30.7022705078125
700,L3F,NA,present,spring,min,SSS,30.3886528015137
701,SAM,NA,present,spring,min,SSS,30.5107154846191
702,MASS,NA,present,spring,min,SSS,29.2084045410156
703,PORT,NA,present,spring,min,SSS,29.8842868804932
704,POK,NA,present,spring,min,SSS,27.6532325744629
705,POUL,NA,present,spring,min,SSS,30.045747756958
706,NRIV,NA,present,spring,min,SSS,29.1875247955322
707,BUCK,NA,present,spring,min,SSS,31.4866695404053
708,PETITE,NA,present,spring,min,SSS,29.7605094909668
709,RIM,NA,present,spring,min,SSS,18.72900390625
710,SEPT,NA,present,spring,min,SSS,21.2351360321045
711,CH33,NA,present,spring,min,SSS,13.5974245071411
712,CH38,NA,present,spring,min,SSS,9.83316612243652
713,MELM,NA,present,spring,min,SSS,26.1755065917969
714,GreatBay,NA,present,spring,min,SSS,29.9809761047363
715,SUM,NA,present,spring,min,SST,2.00082945823669
716,TH,NA,present,spring,min,SST,1.57098507881165
717,MASI,NA,present,spring,min,SST,3.72382497787476
718,SAC,NA,present,spring,min,SST,3.71619462966919
719,PRJ,NA,present,spring,min,SST,2.85521936416626
720,HEB,NA,present,spring,min,SST,3.01664209365845
721,L3F,NA,present,spring,min,SST,1.74587225914001
722,SAM,NA,present,spring,min,SST,1.85647690296173
723,MASS,NA,present,spring,min,SST,4.32780456542969
724,PORT,NA,present,spring,min,SST,4.24047803878784
725,POK,NA,present,spring,min,SST,0.0651328936219215
726,POUL,NA,present,spring,min,SST,0.954640448093414
727,NRIV,NA,present,spring,min,SST,0.690811276435852
728,BUCK,NA,present,spring,min,SST,1.26943528652191
729,PETITE,NA,present,spring,min,SST,0.0597380809485912
730,RIM,NA,present,spring,min,SST,-0.325649231672287
731,SEPT,NA,present,spring,min,SST,0.88782000541687
732,CH33,NA,present,spring,min,SST,-1.20795273780823
733,CH38,NA,present,spring,min,SST,-1.07231998443604
734,MELM,NA,present,spring,min,SST,1.78298377990723
735,GreatBay,NA,present,spring,min,SST,3.92404961585999
736,SUM,NA,present,spring,min,Tbtm,2.17026352882385
737,TH,NA,present,spring,min,Tbtm,1.23636519908905
738,MASI,NA,present,spring,min,Tbtm,3.70992517471313
739,SAC,NA,present,spring,min,Tbtm,3.65701842308044
740,PRJ,NA,present,spring,min,Tbtm,2.24841785430908
741,HEB,NA,present,spring,min,Tbtm,2.25440955162048
742,L3F,NA,present,spring,min,Tbtm,1.20242309570312
743,SAM,NA,present,spring,min,Tbtm,0.877786219120026
744,MASS,NA,present,spring,min,Tbtm,3.8461709022522
745,PORT,NA,present,spring,min,Tbtm,3.98280954360962
746,POK,NA,present,spring,min,Tbtm,0.182673767209053
747,POUL,NA,present,spring,min,Tbtm,0.316351503133774
748,NRIV,NA,present,spring,min,Tbtm,0.830441474914551
749,BUCK,NA,present,spring,min,Tbtm,1.32506763935089
750,PETITE,NA,present,spring,min,Tbtm,0.138152465224266
751,RIM,NA,present,spring,min,Tbtm,2.85165810585022
752,SEPT,NA,present,spring,min,Tbtm,1.5040180683136
753,CH33,NA,present,spring,min,Tbtm,-1.01427364349365
754,CH38,NA,present,spring,min,Tbtm,-0.788492858409882
755,MELM,NA,present,spring,min,Tbtm,1.80664718151093
756,GreatBay,NA,present,spring,min,Tbtm,3.32305836677551
757,SUM,NA,present,summer,max,Sbtm,26.1432609558105
758,TH,NA,present,summer,max,Sbtm,30.7576808929443
759,MASI,NA,present,summer,max,Sbtm,30.776252746582
760,SAC,NA,present,summer,max,Sbtm,30.7751312255859
761,PRJ,NA,present,summer,max,Sbtm,31.2391147613525
762,HEB,NA,present,summer,max,Sbtm,31.1974868774414
763,L3F,NA,present,summer,max,Sbtm,31.0223388671875
764,SAM,NA,present,summer,max,Sbtm,31.7398376464844
765,MASS,NA,present,summer,max,Sbtm,31.2137851715088
766,PORT,NA,present,summer,max,Sbtm,30.9863929748535
767,POK,NA,present,summer,max,Sbtm,27.2113552093506
768,POUL,NA,present,summer,max,Sbtm,30.4768695831299
769,NRIV,NA,present,summer,max,Sbtm,29.3384685516357
770,BUCK,NA,present,summer,max,Sbtm,31.2958030700684
771,PETITE,NA,present,summer,max,Sbtm,29.5004577636719
772,RIM,NA,present,summer,max,Sbtm,32.9928970336914
773,SEPT,NA,present,summer,max,Sbtm,30.2509002685547
774,CH33,NA,present,summer,max,Sbtm,14.8261890411377
775,CH38,NA,present,summer,max,Sbtm,11.5154800415039
776,MELM,NA,present,summer,max,Sbtm,27.1212005615234
777,GreatBay,NA,present,summer,max,Sbtm,31.5375423431396
778,SUM,NA,present,summer,max,SSS,26.1472129821777
779,TH,NA,present,summer,max,SSS,30.4223651885986
780,MASI,NA,present,summer,max,SSS,30.7619781494141
781,SAC,NA,present,summer,max,SSS,30.7300281524658
782,PRJ,NA,present,summer,max,SSS,30.845552444458
783,HEB,NA,present,summer,max,SSS,30.8003101348877
784,L3F,NA,present,summer,max,SSS,30.5969715118408
785,SAM,NA,present,summer,max,SSS,30.5934753417969
786,MASS,NA,present,summer,max,SSS,30.5944290161133
787,PORT,NA,present,summer,max,SSS,30.7810611724854
788,POK,NA,present,summer,max,SSS,26.9478492736816
789,POUL,NA,present,summer,max,SSS,29.969783782959
790,NRIV,NA,present,summer,max,SSS,29.2482662200928
791,BUCK,NA,present,summer,max,SSS,31.2872619628906
792,PETITE,NA,present,summer,max,SSS,29.0386810302734
793,RIM,NA,present,summer,max,SSS,23.2234058380127
794,SEPT,NA,present,summer,max,SSS,26.9153747558594
795,CH33,NA,present,summer,max,SSS,15.0304317474365
796,CH38,NA,present,summer,max,SSS,11.6226711273193
797,MELM,NA,present,summer,max,SSS,27.113395690918
798,GreatBay,NA,present,summer,max,SSS,30.6599903106689
799,SUM,NA,present,summer,max,SST,20.6781215667725
800,TH,NA,present,summer,max,SST,14.7610206604004
801,MASI,NA,present,summer,max,SST,14.9292430877686
802,SAC,NA,present,summer,max,SST,15.4414653778076
803,PRJ,NA,present,summer,max,SST,14.2848148345947
804,HEB,NA,present,summer,max,SST,14.3631219863892
805,L3F,NA,present,summer,max,SST,14.3327207565308
806,SAM,NA,present,summer,max,SST,15.016996383667
807,MASS,NA,present,summer,max,SST,17.7848567962646
808,PORT,NA,present,summer,max,SST,15.2000980377197
809,POK,NA,present,summer,max,SST,17.2543087005615
810,POUL,NA,present,summer,max,SST,16.1682281494141
811,NRIV,NA,present,summer,max,SST,17.8648090362549
812,BUCK,NA,present,summer,max,SST,14.7832431793213
813,PETITE,NA,present,summer,max,SST,17.1806297302246
814,RIM,NA,present,summer,max,SST,15.65576171875
815,SEPT,NA,present,summer,max,SST,11.7648067474365
816,CH33,NA,present,summer,max,SST,13.5002813339233
817,CH38,NA,present,summer,max,SST,14.1064310073853
818,MELM,NA,present,summer,max,SST,20.0481986999512
819,GreatBay,NA,present,summer,max,SST,16.0843467712402
820,SUM,NA,present,summer,max,Tbtm,20.7178249359131
821,TH,NA,present,summer,max,Tbtm,13.2811841964722
822,MASI,NA,present,summer,max,Tbtm,14.8691730499268
823,SAC,NA,present,summer,max,Tbtm,15.0062952041626
824,PRJ,NA,present,summer,max,Tbtm,10.2739667892456
825,HEB,NA,present,summer,max,Tbtm,9.9133129119873
826,L3F,NA,present,summer,max,Tbtm,11.7833108901978
827,SAM,NA,present,summer,max,Tbtm,9.97835350036621
828,MASS,NA,present,summer,max,Tbtm,13.0917282104492
829,PORT,NA,present,summer,max,Tbtm,13.9276447296143
830,POK,NA,present,summer,max,Tbtm,16.8875961303711
831,POUL,NA,present,summer,max,Tbtm,12.4963979721069
832,NRIV,NA,present,summer,max,Tbtm,17.7766418457031
833,BUCK,NA,present,summer,max,Tbtm,14.7244644165039
834,PETITE,NA,present,summer,max,Tbtm,16.7890739440918
835,RIM,NA,present,summer,max,Tbtm,3.93154525756836
836,SEPT,NA,present,summer,max,Tbtm,11.5475482940674
837,CH33,NA,present,summer,max,Tbtm,13.1856660842896
838,CH38,NA,present,summer,max,Tbtm,13.9964456558228
839,MELM,NA,present,summer,max,Tbtm,20.0644474029541
840,GreatBay,NA,present,summer,max,Tbtm,7.73247051239014
841,SUM,NA,present,summer,mean,Sbtm,25.8414974212646
842,TH,NA,present,summer,mean,Sbtm,30.4614791870117
843,MASI,NA,present,summer,mean,Sbtm,30.6666126251221
844,SAC,NA,present,summer,mean,Sbtm,30.6630916595459
845,PRJ,NA,present,summer,mean,Sbtm,31.1193656921387
846,HEB,NA,present,summer,mean,Sbtm,31.1107730865479
847,L3F,NA,present,summer,mean,Sbtm,30.7936706542969
848,SAM,NA,present,summer,mean,Sbtm,31.3414688110352
849,MASS,NA,present,summer,mean,Sbtm,31.1260356903076
850,PORT,NA,present,summer,mean,Sbtm,30.8946533203125
851,POK,NA,present,summer,mean,Sbtm,26.8464603424072
852,POUL,NA,present,summer,mean,Sbtm,30.2187633514404
853,NRIV,NA,present,summer,mean,Sbtm,28.7577304840088
854,BUCK,NA,present,summer,mean,Sbtm,30.9490184783936
855,PETITE,NA,present,summer,mean,Sbtm,28.7654647827148
856,RIM,NA,present,summer,mean,Sbtm,32.5299339294434
857,SEPT,NA,present,summer,mean,Sbtm,27.7681503295898
858,CH33,NA,present,summer,mean,Sbtm,14.3278760910034
859,CH38,NA,present,summer,mean,Sbtm,10.9423112869263
860,MELM,NA,present,summer,mean,Sbtm,26.9448299407959
861,GreatBay,NA,present,summer,mean,Sbtm,31.5296115875244
862,SUM,NA,present,summer,mean,SSS,25.8478813171387
863,TH,NA,present,summer,mean,SSS,30.1461753845215
864,MASI,NA,present,summer,mean,SSS,30.6555805206299
865,SAC,NA,present,summer,mean,SSS,30.6280555725098
866,PRJ,NA,present,summer,mean,SSS,30.7126483917236
