,Code,rcp,period,season,variable,parameter,value
3374,BUCK,RCP85,2055,winter,max,Sbtm,31.4453579187393
3375,PETITE,RCP85,2055,winter,max,Sbtm,30.3433971405029
3376,RIM,RCP85,2055,winter,max,Sbtm,33.1300865188241
3377,SEPT,RCP85,2055,winter,max,Sbtm,30.6168659180403
3378,CH33,RCP85,2055,winter,max,Sbtm,21.8577915132046
3379,CH38,RCP85,2055,winter,max,Sbtm,19.4872550964355
3380,MELM,RCP85,2055,winter,max,Sbtm,26.3922680020332
3381,GreatBay,RCP85,2055,winter,max,Sbtm,31.4722560942173
3382,SUM,RCP85,2055,winter,max,SSS,27.4508873224258
3383,TH,RCP85,2055,winter,max,SSS,30.0677497982979
3384,MASI,RCP85,2055,winter,max,SSS,30.3100787997246
3385,SAC,RCP85,2055,winter,max,SSS,30.2993663847446
3386,PRJ,RCP85,2055,winter,max,SSS,30.4287010133266
3387,HEB,RCP85,2055,winter,max,SSS,30.4391712248325
3388,L3F,RCP85,2055,winter,max,SSS,30.2431426942348
3389,SAM,RCP85,2055,winter,max,SSS,30.2783679962158
3390,MASS,RCP85,2055,winter,max,SSS,30.1702072024345
3391,PORT,RCP85,2055,winter,max,SSS,31.2288185060024
3392,POK,RCP85,2055,winter,max,SSS,28.8411682248116
3393,POUL,RCP85,2055,winter,max,SSS,30.1228096038103
3394,NRIV,RCP85,2055,winter,max,SSS,29.5678684264421
3395,BUCK,RCP85,2055,winter,max,SSS,31.4046279788017
3396,PETITE,RCP85,2055,winter,max,SSS,30.3378204107285
3397,RIM,RCP85,2055,winter,max,SSS,26.2316047549248
3398,SEPT,RCP85,2055,winter,max,SSS,28.9416599273682
3399,CH33,RCP85,2055,winter,max,SSS,21.6696155667305
3400,CH38,RCP85,2055,winter,max,SSS,19.1396042108536
3401,MELM,RCP85,2055,winter,max,SSS,26.3174980282784
3402,GreatBay,RCP85,2055,winter,max,SSS,30.86891746521
3403,SUM,RCP85,2055,winter,max,SST,-0.344676494598389
3404,TH,RCP85,2055,winter,max,SST,3.39468216896057
3405,MASI,RCP85,2055,winter,max,SST,3.20704424381256
3406,SAC,RCP85,2055,winter,max,SST,3.08626019954681
3407,PRJ,RCP85,2055,winter,max,SST,4.56980800628662
3408,HEB,RCP85,2055,winter,max,SST,4.542644739151
3409,L3F,RCP85,2055,winter,max,SST,3.89696502685547
3410,SAM,RCP85,2055,winter,max,SST,4.06434512138367
3411,MASS,RCP85,2055,winter,max,SST,4.52776169776917
3412,PORT,RCP85,2055,winter,max,SST,4.24948287010193
3413,POK,RCP85,2055,winter,max,SST,-0.960764855146408
3414,POUL,RCP85,2055,winter,max,SST,2.66496396064758
3415,NRIV,RCP85,2055,winter,max,SST,1.55846812576056
3416,BUCK,RCP85,2055,winter,max,SST,-0.436626613140106
3417,PETITE,RCP85,2055,winter,max,SST,0.18505334854126
3418,RIM,RCP85,2055,winter,max,SST,-0.649010419845581
3419,SEPT,RCP85,2055,winter,max,SST,0.822006300091743
3420,CH33,RCP85,2055,winter,max,SST,-1.0375358350575
3421,CH38,RCP85,2055,winter,max,SST,-0.909947942942381
3422,MELM,RCP85,2055,winter,max,SST,0.687683343887329
3423,GreatBay,RCP85,2055,winter,max,SST,4.79453504085541
3424,SUM,RCP85,2055,winter,max,Tbtm,-0.172967314720154
3425,TH,RCP85,2055,winter,max,Tbtm,3.512286901474
3426,MASI,RCP85,2055,winter,max,Tbtm,3.23111999034882
3427,SAC,RCP85,2055,winter,max,Tbtm,3.1302330493927
3428,PRJ,RCP85,2055,winter,max,Tbtm,4.87423503398895
3429,HEB,RCP85,2055,winter,max,Tbtm,4.85299217700958
3430,L3F,RCP85,2055,winter,max,Tbtm,4.10186016559601
3431,SAM,RCP85,2055,winter,max,Tbtm,5.03110790252686
3432,MASS,RCP85,2055,winter,max,Tbtm,5.08295679092407
3433,PORT,RCP85,2055,winter,max,Tbtm,4.34597432613373
3434,POK,RCP85,2055,winter,max,Tbtm,-0.563280820846558
3435,POUL,RCP85,2055,winter,max,Tbtm,2.96435177326202
3436,NRIV,RCP85,2055,winter,max,Tbtm,1.31839425116777
3437,BUCK,RCP85,2055,winter,max,Tbtm,-0.333330631256104
3438,PETITE,RCP85,2055,winter,max,Tbtm,0.176431894302368
3439,RIM,RCP85,2055,winter,max,Tbtm,4.52752512693405
3440,SEPT,RCP85,2055,winter,max,Tbtm,2.72583377361298
3441,CH33,RCP85,2055,winter,max,Tbtm,-1.01469437777996
3442,CH38,RCP85,2055,winter,max,Tbtm,-0.878736540675163
3443,MELM,RCP85,2055,winter,max,Tbtm,0.766575038433075
3444,GreatBay,RCP85,2055,winter,max,Tbtm,5.8738180398941
3445,SUM,RCP45,2055,winter,mean,Sbtm,26.9252924919128
3446,TH,RCP45,2055,winter,mean,Sbtm,30.000895768404
3447,MASI,RCP45,2055,winter,mean,Sbtm,30.2294675111771
3448,SAC,RCP45,2055,winter,mean,Sbtm,30.2195685207844
3449,PRJ,RCP45,2055,winter,mean,Sbtm,30.3557890057564
3450,HEB,RCP45,2055,winter,mean,Sbtm,30.3850503265858
3451,L3F,RCP45,2055,winter,mean,Sbtm,30.2437189817429
3452,SAM,RCP45,2055,winter,mean,Sbtm,30.5874733030796
3453,MASS,RCP45,2055,winter,mean,Sbtm,30.5575207322836
3454,PORT,RCP45,2055,winter,mean,Sbtm,30.9994521439075
3455,POK,RCP45,2055,winter,mean,Sbtm,28.5346622467041
3456,POUL,RCP45,2055,winter,mean,Sbtm,29.8366630673409
3457,NRIV,RCP45,2055,winter,mean,Sbtm,28.8928347229958
3458,BUCK,RCP45,2055,winter,mean,Sbtm,30.9228996038437
3459,PETITE,RCP45,2055,winter,mean,Sbtm,29.8080399632454
3460,RIM,RCP45,2055,winter,mean,Sbtm,32.3182195723057
3461,SEPT,RCP45,2055,winter,mean,Sbtm,29.1452695727348
3462,CH33,RCP45,2055,winter,mean,Sbtm,20.7463082671165
3463,CH38,RCP45,2055,winter,mean,Sbtm,18.4189389944077
3464,MELM,RCP45,2055,winter,mean,Sbtm,25.5428227782249
3465,GreatBay,RCP45,2055,winter,mean,Sbtm,31.3355770111084
3466,SUM,RCP45,2055,winter,mean,SSS,26.8475140333176
3467,TH,RCP45,2055,winter,mean,SSS,29.9080120027065
3468,MASI,RCP45,2055,winter,mean,SSS,30.2339433133602
3469,SAC,RCP45,2055,winter,mean,SSS,30.2173924744129
3470,PRJ,RCP45,2055,winter,mean,SSS,30.264690220356
3471,HEB,RCP45,2055,winter,mean,SSS,30.2620621919632
3472,L3F,RCP45,2055,winter,mean,SSS,30.1143643558025
3473,SAM,RCP45,2055,winter,mean,SSS,30.1471789777279
3474,MASS,RCP45,2055,winter,mean,SSS,29.9026412963867
3475,PORT,RCP45,2055,winter,mean,SSS,30.9337840974331
3476,POK,RCP45,2055,winter,mean,SSS,28.2255704402924
3477,POUL,RCP45,2055,winter,mean,SSS,29.6713279783726
3478,NRIV,RCP45,2055,winter,mean,SSS,28.9006609320641
3479,BUCK,RCP45,2055,winter,mean,SSS,30.9016939401627
3480,PETITE,RCP45,2055,winter,mean,SSS,29.7828260064125
3481,RIM,RCP45,2055,winter,mean,SSS,24.9962373077869
3482,SEPT,RCP45,2055,winter,mean,SSS,27.7497495412827
3483,CH33,RCP45,2055,winter,mean,SSS,20.5911059975624
3484,CH38,RCP45,2055,winter,mean,SSS,18.0156797766685
3485,MELM,RCP45,2055,winter,mean,SSS,25.508732676506
3486,GreatBay,RCP45,2055,winter,mean,SSS,30.7284151762724
3487,SUM,RCP45,2055,winter,mean,SST,-1.25621150434017
3488,TH,RCP45,2055,winter,mean,SST,1.60902804136276
3489,MASI,RCP45,2055,winter,mean,SST,2.0954213142395
3490,SAC,RCP45,2055,winter,mean,SST,1.99650424718857
3491,PRJ,RCP45,2055,winter,mean,SST,2.96489715576172
3492,HEB,RCP45,2055,winter,mean,SST,2.9740788936615
3493,L3F,RCP45,2055,winter,mean,SST,2.04807525873184
3494,SAM,RCP45,2055,winter,mean,SST,2.18551480770111
3495,MASS,RCP45,2055,winter,mean,SST,3.21380335092545
3496,PORT,RCP45,2055,winter,mean,SST,3.01404595375061
3497,POK,RCP45,2055,winter,mean,SST,-1.35716070234776
3498,POUL,RCP45,2055,winter,mean,SST,0.854551553726196
3499,NRIV,RCP45,2055,winter,mean,SST,-0.0814358592033386
3500,BUCK,RCP45,2055,winter,mean,SST,-1.16709893941879
3501,PETITE,RCP45,2055,winter,mean,SST,-0.914647579193115
3502,RIM,RCP45,2055,winter,mean,SST,-1.16119277477264
3503,SEPT,RCP45,2055,winter,mean,SST,-0.383101373910904
3504,CH33,RCP45,2055,winter,mean,SST,-1.11340104043484
3505,CH38,RCP45,2055,winter,mean,SST,-0.992010332643986
3506,MELM,RCP45,2055,winter,mean,SST,-0.793819665908813
3507,GreatBay,RCP45,2055,winter,mean,SST,3.42816716432571
3508,SUM,RCP45,2055,winter,mean,Tbtm,-1.16234084963799
3509,TH,RCP45,2055,winter,mean,Tbtm,1.77495211362839
3510,MASI,RCP45,2055,winter,mean,Tbtm,2.11879497766495
3511,SAC,RCP45,2055,winter,mean,Tbtm,2.04087197780609
3512,PRJ,RCP45,2055,winter,mean,Tbtm,3.15401202440262
3513,HEB,RCP45,2055,winter,mean,Tbtm,3.19163459539413
3514,L3F,RCP45,2055,winter,mean,Tbtm,2.27127689123154
3515,SAM,RCP45,2055,winter,mean,Tbtm,2.75792741775513
3516,MASS,RCP45,2055,winter,mean,Tbtm,3.60620659589767
3517,PORT,RCP45,2055,winter,mean,Tbtm,3.14856231212616
3518,POK,RCP45,2055,winter,mean,Tbtm,-1.00829592347145
3519,POUL,RCP45,2055,winter,mean,Tbtm,1.1826100051403
3520,NRIV,RCP45,2055,winter,mean,Tbtm,-0.0252929329872131
3521,BUCK,RCP45,2055,winter,mean,Tbtm,-1.08588859438896
3522,PETITE,RCP45,2055,winter,mean,Tbtm,-0.841350138187408
3523,RIM,RCP45,2055,winter,mean,Tbtm,3.75291380286217
3524,SEPT,RCP45,2055,winter,mean,Tbtm,0.964857935905457
3525,CH33,RCP45,2055,winter,mean,Tbtm,-1.09405855834484
3526,CH38,RCP45,2055,winter,mean,Tbtm,-0.959658484905958
3527,MELM,RCP45,2055,winter,mean,Tbtm,-0.69751837849617
3528,GreatBay,RCP45,2055,winter,mean,Tbtm,4.31047868728638
3529,SUM,RCP85,2055,winter,mean,Sbtm,26.7542320489883
3530,TH,RCP85,2055,winter,mean,Sbtm,29.9672923386097
3531,MASI,RCP85,2055,winter,mean,Sbtm,30.2229493558407
3532,SAC,RCP85,2055,winter,mean,Sbtm,30.214080542326
3533,PRJ,RCP85,2055,winter,mean,Sbtm,30.3797109723091
3534,HEB,RCP85,2055,winter,mean,Sbtm,30.4145240783691
3535,L3F,RCP85,2055,winter,mean,Sbtm,30.2297796308994
3536,SAM,RCP85,2055,winter,mean,Sbtm,30.6039719879627
3537,MASS,RCP85,2055,winter,mean,Sbtm,30.5801557600498
3538,PORT,RCP85,2055,winter,mean,Sbtm,31.0110287368298
3539,POK,RCP85,2055,winter,mean,Sbtm,28.4360164403915
3540,POUL,RCP85,2055,winter,mean,Sbtm,29.856127679348
3541,NRIV,RCP85,2055,winter,mean,Sbtm,28.9346544146538
3542,BUCK,RCP85,2055,winter,mean,Sbtm,30.784123301506
3543,PETITE,RCP85,2055,winter,mean,Sbtm,29.8459425568581
3544,RIM,RCP85,2055,winter,mean,Sbtm,32.3489578217268
3545,SEPT,RCP85,2055,winter,mean,Sbtm,28.9935113787651
3546,CH33,RCP85,2055,winter,mean,Sbtm,20.603314936161
3547,CH38,RCP85,2055,winter,mean,Sbtm,18.1924688816071
3548,MELM,RCP85,2055,winter,mean,Sbtm,25.4731251597404
3549,GreatBay,RCP85,2055,winter,mean,Sbtm,31.343676880002
3550,SUM,RCP85,2055,winter,mean,SSS,26.6790400743484
3551,TH,RCP85,2055,winter,mean,SSS,29.8671503663063
3552,MASI,RCP85,2055,winter,mean,SSS,30.2274523377419
3553,SAC,RCP85,2055,winter,mean,SSS,30.2114219665527
3554,PRJ,RCP85,2055,winter,mean,SSS,30.299645036459
3555,HEB,RCP85,2055,winter,mean,SSS,30.3009361326694
3556,L3F,RCP85,2055,winter,mean,SSS,30.0966117084026
3557,SAM,RCP85,2055,winter,mean,SSS,30.1419246792793
3558,MASS,RCP85,2055,winter,mean,SSS,29.8886737823486
3559,PORT,RCP85,2055,winter,mean,SSS,30.9398018568754
3560,POK,RCP85,2055,winter,mean,SSS,28.1171559691429
3561,POUL,RCP85,2055,winter,mean,SSS,29.694793432951
3562,NRIV,RCP85,2055,winter,mean,SSS,28.9535595476627
3563,BUCK,RCP85,2055,winter,mean,SSS,30.7587937116623
3564,PETITE,RCP85,2055,winter,mean,SSS,29.8363843560219
3565,RIM,RCP85,2055,winter,mean,SSS,24.7070588469505
3566,SEPT,RCP85,2055,winter,mean,SSS,27.4436190128326
3567,CH33,RCP85,2055,winter,mean,SSS,20.4560583233833
3568,CH38,RCP85,2055,winter,mean,SSS,17.7875218987465
3569,MELM,RCP85,2055,winter,mean,SSS,25.4470626115799
3570,GreatBay,RCP85,2055,winter,mean,SSS,30.7393094450235
3571,SUM,RCP85,2055,winter,mean,SST,-1.08210852742195
3572,TH,RCP85,2055,winter,mean,SST,1.87879586219788
3573,MASI,RCP85,2055,winter,mean,SST,2.39051997661591
3574,SAC,RCP85,2055,winter,mean,SST,2.2913573384285
3575,PRJ,RCP85,2055,winter,mean,SST,3.28718900680542
3576,HEB,RCP85,2055,winter,mean,SST,3.30106401443481
3577,L3F,RCP85,2055,winter,mean,SST,2.35673272609711
3578,SAM,RCP85,2055,winter,mean,SST,2.52564525604248
3579,MASS,RCP85,2055,winter,mean,SST,3.5596969127655
3580,PORT,RCP85,2055,winter,mean,SST,3.40254068374634
3581,POK,RCP85,2055,winter,mean,SST,-1.25503185391426
3582,POUL,RCP85,2055,winter,mean,SST,1.17676967382431
3583,NRIV,RCP85,2055,winter,mean,SST,0.307240664958954
3584,BUCK,RCP85,2055,winter,mean,SST,-1.02716678380966
3585,PETITE,RCP85,2055,winter,mean,SST,-0.602549910545349
3586,RIM,RCP85,2055,winter,mean,SST,-1.0980908125639
3587,SEPT,RCP85,2055,winter,mean,SST,-0.216370224952698
3588,CH33,RCP85,2055,winter,mean,SST,-1.10559535399079
3589,CH38,RCP85,2055,winter,mean,SST,-0.979867804795504
3590,MELM,RCP85,2055,winter,mean,SST,-0.528553605079651
3591,GreatBay,RCP85,2055,winter,mean,SST,3.77170658111572
3592,SUM,RCP85,2055,winter,mean,Tbtm,-0.98860165476799
3593,TH,RCP85,2055,winter,mean,Tbtm,2.03662449121475
3594,MASI,RCP85,2055,winter,mean,Tbtm,2.41350758075714
3595,SAC,RCP85,2055,winter,mean,Tbtm,2.33566355705261
3596,PRJ,RCP85,2055,winter,mean,Tbtm,3.44109451770782
3597,HEB,RCP85,2055,winter,mean,Tbtm,3.48313415050507
3598,L3F,RCP85,2055,winter,mean,Tbtm,2.57315170764923
3599,SAM,RCP85,2055,winter,mean,Tbtm,3.10179448127747
3600,MASS,RCP85,2055,winter,mean,Tbtm,3.96527314186096
3601,PORT,RCP85,2055,winter,mean,Tbtm,3.53759229183197
3602,POK,RCP85,2055,winter,mean,Tbtm,-0.895643770694733
3603,POUL,RCP85,2055,winter,mean,Tbtm,1.48309668898582
3604,NRIV,RCP85,2055,winter,mean,Tbtm,0.332790672779083
3605,BUCK,RCP85,2055,winter,mean,Tbtm,-0.919020473957062
3606,PETITE,RCP85,2055,winter,mean,Tbtm,-0.580435752868652
3607,RIM,RCP85,2055,winter,mean,Tbtm,4.03545957803726
3608,SEPT,RCP85,2055,winter,mean,Tbtm,1.21314460039139
3609,CH33,RCP85,2055,winter,mean,Tbtm,-1.08291706815362
3610,CH38,RCP85,2055,winter,mean,Tbtm,-0.940449077636003
3611,MELM,RCP85,2055,winter,mean,Tbtm,-0.465693593025208
3612,GreatBay,RCP85,2055,winter,mean,Tbtm,4.64324498176575
3613,SUM,RCP45,2055,winter,min,Sbtm,25.8444331884384
3614,TH,RCP45,2055,winter,min,Sbtm,29.8164749145508
3615,MASI,RCP45,2055,winter,min,Sbtm,30.1489963531494
3616,SAC,RCP45,2055,winter,min,Sbtm,30.1377563476562
3617,PRJ,RCP45,2055,winter,min,Sbtm,30.2381240725517
3618,HEB,RCP45,2055,winter,min,Sbtm,30.2984935641289
3619,L3F,RCP45,2055,winter,min,Sbtm,30.085612475872
3620,SAM,RCP45,2055,winter,min,Sbtm,30.1306705474854
3621,MASS,RCP45,2055,winter,min,Sbtm,30.4596748352051
3622,PORT,RCP45,2055,winter,min,Sbtm,30.6375431120396
3623,POK,RCP45,2055,winter,min,Sbtm,27.8584297299385
3624,POUL,RCP45,2055,winter,min,Sbtm,29.5069694519043
3625,NRIV,RCP45,2055,winter,min,Sbtm,28.3147560358047
3626,BUCK,RCP45,2055,winter,min,Sbtm,30.2771842479706
3627,PETITE,RCP45,2055,winter,min,Sbtm,29.2497203946114
3628,RIM,RCP45,2055,winter,min,Sbtm,31.4362579584122
3629,SEPT,RCP45,2055,winter,min,Sbtm,27.0347908139229
3630,CH33,RCP45,2055,winter,min,Sbtm,19.4814712405205
3631,CH38,RCP45,2055,winter,min,Sbtm,17.1955410242081
3632,MELM,RCP45,2055,winter,min,Sbtm,24.5092262029648
3633,GreatBay,RCP45,2055,winter,min,Sbtm,31.1740451753139
3634,SUM,RCP45,2055,winter,min,SSS,25.8102340698242
3635,TH,RCP45,2055,winter,min,SSS,29.7120757997036
3636,MASI,RCP45,2055,winter,min,SSS,30.1510372161865
3637,SAC,RCP45,2055,winter,min,SSS,30.1328712403774
3638,PRJ,RCP45,2055,winter,min,SSS,30.1189815402031
3639,HEB,RCP45,2055,winter,min,SSS,30.1351184844971
3640,L3F,RCP45,2055,winter,min,SSS,29.965599834919
3641,SAM,RCP45,2055,winter,min,SSS,30.0032684206963
3642,MASS,RCP45,2055,winter,min,SSS,29.5738296508789
3643,PORT,RCP45,2055,winter,min,SSS,30.498303592205
3644,POK,RCP45,2055,winter,min,SSS,27.6182254552841
3645,POUL,RCP45,2055,winter,min,SSS,29.3278163969517
3646,NRIV,RCP45,2055,winter,min,SSS,28.290934741497
3647,BUCK,RCP45,2055,winter,min,SSS,30.2650635242462
3648,PETITE,RCP45,2055,winter,min,SSS,29.2220405340195
3649,RIM,RCP45,2055,winter,min,SSS,23.441595852375
3650,SEPT,RCP45,2055,winter,min,SSS,26.4457210302353
3651,CH33,RCP45,2055,winter,min,SSS,19.3319568634033
3652,CH38,RCP45,2055,winter,min,SSS,16.7375076413155
3653,MELM,RCP45,2055,winter,min,SSS,24.5326156616211
3654,GreatBay,RCP45,2055,winter,min,SSS,30.4971534609795
3655,SUM,RCP45,2055,winter,min,SST,-1.50643694400787
3656,TH,RCP45,2055,winter,min,SST,0.864487946033478
3657,MASI,RCP45,2055,winter,min,SST,1.27493715286255
3658,SAC,RCP45,2055,winter,min,SST,1.15395039319992
3659,PRJ,RCP45,2055,winter,min,SST,2.23619443178177
3660,HEB,RCP45,2055,winter,min,SST,2.2974140048027
3661,L3F,RCP45,2055,winter,min,SST,1.18343108892441
3662,SAM,RCP45,2055,winter,min,SST,1.2336154282093
3663,MASS,RCP45,2055,winter,min,SST,2.54093223810196
3664,PORT,RCP45,2055,winter,min,SST,2.26461791992188
3665,POK,RCP45,2055,winter,min,SST,-1.57101218774915
3666,POUL,RCP45,2055,winter,min,SST,0.129696309566498
3667,NRIV,RCP45,2055,winter,min,SST,-1.02995139360428
3668,BUCK,RCP45,2055,winter,min,SST,-1.61439037322998
3669,PETITE,RCP45,2055,winter,min,SST,-1.52109292149544
3670,RIM,RCP45,2055,winter,min,SST,-1.36363635025918
3671,SEPT,RCP45,2055,winter,min,SST,-1.11570515483618
3672,CH33,RCP45,2055,winter,min,SST,-1.18057210370898
3673,CH38,RCP45,2055,winter,min,SST,-1.06129801273346
3674,MELM,RCP45,2055,winter,min,SST,-1.36656944826245
3675,GreatBay,RCP45,2055,winter,min,SST,2.89046746492386
3676,SUM,RCP45,2055,winter,min,Tbtm,-1.45586729049683
3677,TH,RCP45,2055,winter,min,Tbtm,0.963839439908043
3678,MASI,RCP45,2055,winter,min,Tbtm,1.3071865439415
3679,SAC,RCP45,2055,winter,min,Tbtm,1.20825123786926
3680,PRJ,RCP45,2055,winter,min,Tbtm,2.28584110736847
3681,HEB,RCP45,2055,winter,min,Tbtm,2.3353905081749
3682,L3F,RCP45,2055,winter,min,Tbtm,1.29190599918365
3683,SAM,RCP45,2055,winter,min,Tbtm,1.23027861118317
3684,MASS,RCP45,2055,winter,min,Tbtm,3.00827097892761
3685,PORT,RCP45,2055,winter,min,Tbtm,2.44162791967392
3686,POK,RCP45,2055,winter,min,Tbtm,-1.28800098598003
3687,POUL,RCP45,2055,winter,min,Tbtm,0.252690255641937
3688,NRIV,RCP45,2055,winter,min,Tbtm,-0.888220131397247
3689,BUCK,RCP45,2055,winter,min,Tbtm,-1.54729115962982
3690,PETITE,RCP45,2055,winter,min,Tbtm,-1.47705106437206
3691,RIM,RCP45,2055,winter,min,Tbtm,3.17217093706131
3692,SEPT,RCP45,2055,winter,min,Tbtm,-0.289542235434055
3693,CH33,RCP45,2055,winter,min,Tbtm,-1.14758787117898
3694,CH38,RCP45,2055,winter,min,Tbtm,-1.00620198249817
3695,MELM,RCP45,2055,winter,min,Tbtm,-1.33067257329822
3696,GreatBay,RCP45,2055,winter,min,Tbtm,3.44217795133591
3697,SUM,RCP85,2055,winter,min,Sbtm,25.6814101934433
3698,TH,RCP85,2055,winter,min,Sbtm,29.7699851989746
3699,MASI,RCP85,2055,winter,min,Sbtm,30.1179996430874
3700,SAC,RCP85,2055,winter,min,Sbtm,30.1084762513638
3701,PRJ,RCP85,2055,winter,min,Sbtm,30.2466701567173
3702,HEB,RCP85,2055,winter,min,Sbtm,30.2908283174038
3703,L3F,RCP85,2055,winter,min,Sbtm,30.0568824708462
3704,SAM,RCP85,2055,winter,min,Sbtm,30.1449108123779
3705,MASS,RCP85,2055,winter,min,Sbtm,30.4881778657436
3706,PORT,RCP85,2055,winter,min,Sbtm,30.6509788632393
3707,POK,RCP85,2055,winter,min,Sbtm,27.6655304431915
3708,POUL,RCP85,2055,winter,min,Sbtm,29.4802822172642
3709,NRIV,RCP85,2055,winter,min,Sbtm,28.3038578033447
3710,BUCK,RCP85,2055,winter,min,Sbtm,30.0390418767929
3711,PETITE,RCP85,2055,winter,min,Sbtm,29.30571860075
3712,RIM,RCP85,2055,winter,min,Sbtm,31.429768383503
3713,SEPT,RCP85,2055,winter,min,Sbtm,26.7354243993759
3714,CH33,RCP85,2055,winter,min,Sbtm,19.3827457427979
3715,CH38,RCP85,2055,winter,min,Sbtm,16.9548686742783
3716,MELM,RCP85,2055,winter,min,Sbtm,24.5792300701141
3717,GreatBay,RCP85,2055,winter,min,Sbtm,31.1984539031982
3718,SUM,RCP85,2055,winter,min,SSS,25.6611092090607
3719,TH,RCP85,2055,winter,min,SSS,29.6734619140625
3720,MASI,RCP85,2055,winter,min,SSS,30.1198921203613
3721,SAC,RCP85,2055,winter,min,SSS,30.1022167205811
3722,PRJ,RCP85,2055,winter,min,SSS,30.1692565977573
3723,HEB,RCP85,2055,winter,min,SSS,30.1666324734688
3724,L3F,RCP85,2055,winter,min,SSS,29.9353801608086
3725,SAM,RCP85,2055,winter,min,SSS,30.0016342103481
3726,MASS,RCP85,2055,winter,min,SSS,29.5308441221714
3727,PORT,RCP85,2055,winter,min,SSS,30.4990943968296
3728,POK,RCP85,2055,winter,min,SSS,27.4045593738556
3729,POUL,RCP85,2055,winter,min,SSS,29.3084720671177
3730,NRIV,RCP85,2055,winter,min,SSS,28.2962837219238
3731,BUCK,RCP85,2055,winter,min,SSS,30.0222384929657
3732,PETITE,RCP85,2055,winter,min,SSS,29.2939052581787
3733,RIM,RCP85,2055,winter,min,SSS,23.0502853393555
3734,SEPT,RCP85,2055,winter,min,SSS,26.125191450119
3735,CH33,RCP85,2055,winter,min,SSS,19.2308906316757
3736,CH38,RCP85,2055,winter,min,SSS,16.4820778369904
3737,MELM,RCP85,2055,winter,min,SSS,24.6024310588837
3738,GreatBay,RCP85,2055,winter,min,SSS,30.5112098753452
3739,SUM,RCP85,2055,winter,min,SST,-1.48973944038153
3740,TH,RCP85,2055,winter,min,SST,1.10196912288666
3741,MASI,RCP85,2055,winter,min,SST,1.54812031984329
3742,SAC,RCP85,2055,winter,min,SST,1.42371273040771
3743,PRJ,RCP85,2055,winter,min,SST,2.4978278875351
3744,HEB,RCP85,2055,winter,min,SST,2.57147443294525
3745,L3F,RCP85,2055,winter,min,SST,1.49124604463577
3746,SAM,RCP85,2055,winter,min,SST,1.57294991612434
3747,MASS,RCP85,2055,winter,min,SST,2.88098311424255
3748,PORT,RCP85,2055,winter,min,SST,2.63224291801453
3749,POK,RCP85,2055,winter,min,SST,-1.560412786901
3750,POUL,RCP85,2055,winter,min,SST,0.380762159824371
3751,NRIV,RCP85,2055,winter,min,SST,-0.743137061595917
3752,BUCK,RCP85,2055,winter,min,SST,-1.59436895698309
3753,PETITE,RCP85,2055,winter,min,SST,-1.41475674510002
3754,RIM,RCP85,2055,winter,min,SST,-1.35129954852164
3755,SEPT,RCP85,2055,winter,min,SST,-0.990919202566147
3756,CH33,RCP85,2055,winter,min,SST,-1.1734664440155
3757,CH38,RCP85,2055,winter,min,SST,-1.0508265607059
3758,MELM,RCP85,2055,winter,min,SST,-1.35058810561895
3759,GreatBay,RCP85,2055,winter,min,SST,3.23081338405609
3760,SUM,RCP85,2055,winter,min,Tbtm,-1.43904928863049
3761,TH,RCP85,2055,winter,min,Tbtm,1.17532566026784
3762,MASI,RCP85,2055,winter,min,Tbtm,1.57939887046814
3763,SAC,RCP85,2055,winter,min,Tbtm,1.47841215133667
3764,PRJ,RCP85,2055,winter,min,Tbtm,2.51842570304871
3765,HEB,RCP85,2055,winter,min,Tbtm,2.55814611911774
3766,L3F,RCP85,2055,winter,min,Tbtm,1.58873051404953
3767,SAM,RCP85,2055,winter,min,Tbtm,1.57081228494644
3768,MASS,RCP85,2055,winter,min,Tbtm,3.3582706451416
3769,PORT,RCP85,2055,winter,min,Tbtm,2.81672775745392
3770,POK,RCP85,2055,winter,min,Tbtm,-1.25694033503532
3771,POUL,RCP85,2055,winter,min,Tbtm,0.521176874637604
3772,NRIV,RCP85,2055,winter,min,Tbtm,-0.636958718299866
3773,BUCK,RCP85,2055,winter,min,Tbtm,-1.50876875221729
3774,PETITE,RCP85,2055,winter,min,Tbtm,-1.3664088845253
3775,RIM,RCP85,2055,winter,min,Tbtm,3.44862377643585
3776,SEPT,RCP85,2055,winter,min,Tbtm,-0.162369728088379
3777,CH33,RCP85,2055,winter,min,Tbtm,-1.13957884162664
3778,CH38,RCP85,2055,winter,min,Tbtm,-0.990456651896238
3779,MELM,RCP85,2055,winter,min,Tbtm,-1.31282997131348
3780,GreatBay,RCP85,2055,winter,min,Tbtm,3.77213406562805
3781,SUM,RCP45,2075,annual,max,Sbtm,28.1726245880127
3782,TH,RCP45,2075,annual,max,Sbtm,30.5916145294905
3783,MASI,RCP45,2075,annual,max,Sbtm,30.6411205232143
3784,SAC,RCP45,2075,annual,max,Sbtm,30.6401279419661
3785,PRJ,RCP45,2075,annual,max,Sbtm,31.1950183883309
3786,HEB,RCP45,2075,annual,max,Sbtm,31.1500488296151
3787,L3F,RCP45,2075,annual,max,Sbtm,30.9009357467294
3788,SAM,RCP45,2075,annual,max,Sbtm,31.7468856810592
3789,MASS,RCP45,2075,annual,max,Sbtm,31.0731269866228
